Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Nivel1,,,2019-01-08 15:47:21,2019-01-08 15:47:26,4.084s,FAILED
,,,,,,
Test Cases/Environments/TC1Env,,,2019-01-08 15:47:22,2019-01-08 15:47:25,3.316s,FAILED
"openBrowser("""")",,,2019-01-08 15:47:22,2019-01-08 15:47:25,3.092s,FAILED
